"model","term","estimate","se","ci_lb","ci_ub"
"Moderator: Species","speciesMouse",-2.1056788752474,0.268576683424635,-2.63208917475968,-1.57926857573511
"Moderator: Species","speciesRat",-1.81540000633271,0.173767581950736,-2.15598446695615,-1.47481554570926
"Moderator: Species","speciesZebrafish",-1.7699581146325,0.790988150744651,-3.32029489009201,-0.21962133917298
