"model","term","estimate","se","ci_lb","ci_ub"
"PEESE","intrcpt",-0.0606004346266899,0.654926501747529,-1.34425637805185,1.22305550879847
"PEESE","vi",1.02317937449005,3.60040020787905,-6.0336050329529,8.07996378193299
