"model","term","estimate","se","ci_lb","ci_ub"
"PET","intrcpt",-1.93533971931434,0.718345959142666,-3.34329779923397,-0.527381639394718
"PET","sqrt(vi)",4.36254777792563,1.25846443185704,1.89595749148582,6.82913806436544
