"model","term","estimate","se","ci_lb","ci_ub"
"Meta-reg: log10(atp_cumulative_exposure)","intrcpt",0.589517148515512,0.10722010486293,0.379365742984169,0.799668554046855
"Meta-reg: log10(atp_cumulative_exposure)","log_atp_cumulative_exposure",0.129966114332523,0.126187387519386,-0.117361165205474,0.37729339387052
