"model","term","estimate","se","ci_lb","ci_ub"
"Meta-reg: nmda_cumulative_exposure","intrcpt",-0.851990956512351,0.194147251242034,-1.23251956894674,-0.471462344077965
"Meta-reg: nmda_cumulative_exposure","nmda_cumulative_exposure",-0.00370858078768411,0.00216083629106062,-0.00794381991816292,0.000526658342794707
