"model","term","estimate","se","ci_lb","ci_ub"
"PEESE","intrcpt",0.0412253365100829,0.12035075224331,-0.194662137886805,0.27711281090697
"PEESE","vi",-3.50423195868076,0.321288500257914,-4.13395741918627,-2.87450649817524
