"model","term","estimate","se","ci_lb","ci_ub"
"Moderator: Species","speciesMouse",-1.23559241585878,0.215981976462989,-1.65891708972624,-0.812267741991326
"Moderator: Species","speciesRat",-0.842227892937338,0.235622952374444,-1.30404887959125,-0.380406906283428
"Moderator: Species","speciesZebrafish",-2.5233557325743,0.613298443845637,-3.72542068251175,-1.32129078263685
