"model","term","estimate","se","ci_lb","ci_ub"
"Time-lag (year_c)","intrcpt",-1.28709217467445,0.163702460594801,-1.60794899744025,-0.966235351908636
"Time-lag (year_c)","year_c",0.0113159599061399,0.0410179347468479,-0.069079192197682,0.0917111120099619
