"model","term","estimate","se","ci_lb","ci_ub"
"Moderator: Species","intrcpt",-0.110925429948563,1.11421991311143e-15,-0.110925429948566,-0.110925429948561
"Moderator: Species","speciesRat",-0.398190078754085,0.0994263059957973,-0.593065638505847,-0.203314519002322
