"model","term","estimate","se","ci_lb","ci_ub"
"Meta-reg: atp_cumulative_exposure","intrcpt",-0.438072484800457,0.110998684511448,-0.655629906442895,-0.220515063158019
"Meta-reg: atp_cumulative_exposure","atp_cumulative_exposure",-0.0100969679085912,0.00200221945182751,-0.0140213180341732,-0.00617261778300933
