"model","term","estimate","se","ci_lb","ci_ub"
"Time-lag (year_c)","intrcpt",0.56854134201354,0.172282909993802,0.230866838425688,0.906215845601392
"Time-lag (year_c)","year_c",-0.0520225652834913,0.0187014962475718,-0.088677497928732,-0.0153676326382506
