"model","term","estimate","se","ci_lb","ci_ub"
"PEESE","intrcpt",-1.2267170879782,0.548339433969471,-2.30146237855837,-0.151971797398037
"PEESE","vi",5.26510442765675,1.70607000078276,1.92120722612254,8.60900162919096
