"model","term","estimate","se","ci_lb","ci_ub"
"Meta-reg: atp_cumulative_exposure","intrcpt",1.02752624954816,0.334006665235119,0.372873185687327,1.68217931340899
"Meta-reg: atp_cumulative_exposure","atp_cumulative_exposure",0.000130596325583008,0.00230318080115006,-0.00438363804467112,0.00464483069583713
