"model","term","estimate","se","ci_lb","ci_ub"
"Moderator: Species","speciesMouse",1.06249880542351,0.362427940974483,0.352140041113527,1.7728575697335
"Moderator: Species","speciesRat",0.618318973317402,0.56682147533388,-0.492651118337003,1.72928906497181
"Moderator: Species","speciesZebrafish",0.0204244161572975,9.16325249388723,-17.9395504718617,17.9803993041763
