"model","term","estimate","se","ci_lb","ci_ub","rho"
"rho=0","intrcpt",1.16345333610184,0.256889909602648,0.659949113280645,1.66695755892302,0
"rho=0.3","intrcpt",1.05192991587809,0.271582059920111,0.51962907843467,1.58423075332151,0.3
"rho=0.5","intrcpt",0.939733365195679,0.301715550208901,0.348370886786233,1.53109584360512,0.5
"rho=0.8","intrcpt",0.596578221622397,0.425339400924882,-0.237087004190372,1.43024344743517,0.8
