"model","term","estimate","se","ci_lb","ci_ub"
"PET","intrcpt",-4.05397701075197,0.685625070924695,-5.39780214976437,-2.71015187173957
"PET","sqrt(vi)",8.51385431387672,0.873959800774269,6.80089310435916,10.2268155233943
