"model","term","estimate","se","ci_lb","ci_ub"
"Time-lag (year_c)","intrcpt",0.916011815594939,0.292363879811349,0.342978611164695,1.48904502002518
"Time-lag (year_c)","year_c",0.10411453180949,0.0713414438244845,-0.0357146980864999,0.243943761705479
